"Bankrupt","Year","AR_by_OpIncome","FB_Plus_OpInc_ByFB","PercentMedicaidDays","PercentMedicareDays","CurrentRatio","Debt2Equity","DaysSalesOutstanding","LaborCompRatio","OpProfitMargin","DaysCashOnHand","BedUtil","AdjPxDays","Alt1Ohls3","AltmanX2","AltmanX3","AltmanX4","OhlsonX1","OhlsonX2","OhlsonX4","OhlsonX6","OhlsonX7","OhlsonX9","OhlsonX5","OhlsonX8","Govt","Urban","ForProfit","HC1","HC2","HC4","HC5","AR_by_OpIncome.y.1.","FB_Plus_OpInc_ByFB.y.1.","PercentMedicaidDays.y.1.","PercentMedicareDays.y.1.","CurrentRatio.y.1.","Debt2Equity.y.1.","DaysSalesOutstanding.y.1.","LaborCompRatio.y.1.","OpProfitMargin.y.1.","DaysCashOnHand.y.1.","BedUtil.y.1.","AdjPxDays.y.1.","Alt1Ohls3.y.1.","AltmanX2.y.1.","AltmanX3.y.1.","AltmanX4.y.1.","OhlsonX1.y.1.","OhlsonX2.y.1.","OhlsonX4.y.1.","OhlsonX6.y.1.","OhlsonX7.y.1.","OhlsonX9.y.1.","OhlsonX5.y.1.","OhlsonX8.y.1.","HC4_5.y.1.","AR_by_OpIncome.y.2.","FB_Plus_OpInc_ByFB.y.2.","PercentMedicaidDays.y.2.","PercentMedicareDays.y.2.","CurrentRatio.y.2.","Debt2Equity.y.2.","DaysSalesOutstanding.y.2.","LaborCompRatio.y.2.","OpProfitMargin.y.2.","DaysCashOnHand.y.2.","BedUtil.y.2.","AdjPxDays.y.2.","Alt1Ohls3.y.2.","AltmanX2.y.2.","AltmanX3.y.2.","AltmanX4.y.2.","OhlsonX1.y.2.","OhlsonX2.y.2.","OhlsonX4.y.2.","OhlsonX6.y.2.","OhlsonX7.y.2.","OhlsonX9.y.2.","OhlsonX5.y.2.","OhlsonX8.y.2.","D_AR_by_OpIncome","D_FB_Plus_OpInc_ByFB","D_CurrentRatio","D_Debt2Equity","D_LiabFundBalRatio","D_DaysSalesOutstanding","D_LaborCompRatio","D_OpProfitMargin","D_DaysCashOnHand","D_BedUtil","D_AdjPxDays","D_Alt1Ohls3","D_AltmanX2","D_AltmanX3","D_AltmanX4","D_OhlsonX1","D_OhlsonX2","D_OhlsonX4","D_OhlsonX6","D_OhlsonX7","D_OhlsonX9","NegLiab.y.1.","NegLiab.y.2."
1,2009,0.181,1.47,0.06,0.25,0.41,-0.88,44.15,0.49,-0.24,1.71,0.52,7.655179,-0.66,-0.18,-0.28,-0.09,11.49,2.02,2.43,-0.09,-0.14,-12351926,1,1,0,0,1,0,0,0,0,0.042,1.71,0.06,0.25,0.4,-0.99,48.09,0.57,-0.31,5.67,0.57,8.004863,-0.6,-0.22,-0.53,-0.12,11.52,1.81,2.49,-0.22,-0.29,-15576631,1,1,0,0.046,2.11,0.06,0.25,0.47,-1.37,57.88,0.55,-0.34,1.88,0.56,7.807614,-0.41,-0.33,-0.53,-0.21,11.53,1.58,2.12,-0.34,-0.33,-23705000,1,1,3.30952381,-0.140350877,0.025,-0.111111111,-0.112107623,-0.081929715,-0.140350877,-0.225806452,-0.698412698,-0.087719298,-0.043683946,0.1,-0.181818182,-0.471698113,-0.25,-0.002604167,0.116022099,-0.024096386,-0.590909091,-0.517241379,-0.207021981,0,0
1,2016,2.816,2.95,0.12,0.23,0.71,-9.18,36.65,0.57,-0.1,15.96,0.22,3.247458,-0.15,-0.11,-0.03,-0.11,11.39,1.06,1.42,-0.11,-0.03,-7050313,1,1,1,0,0,0,0,0,0,4.102,-0.09,0.12,0.23,0.79,11.17,35.27,0.55,-0.05,16.59,0.23,3.040042,-0.09,-0.09,0.03,-0.09,11.49,0.95,1.27,-0.09,0.03,-6010304,1,1,0,1.539,-0.08,0.12,0.23,1.01,4.26,36.73,0.63,-0.13,24.89,0.29,3.673114,0,-0.09,-0.06,-0.11,11.54,0.87,0.99,-0.07,-0.07,-6791023,0,1,-0.313505607,-33.77777778,-0.101265823,-1.821844226,-1.873232323,0.039126737,0.036363636,1,-0.037974684,-0.043478261,0.068228005,0.666666667,0.222222222,-2,0.222222222,-0.00870322,0.115789474,0.118110236,0.222222222,-2,0.17303767,0,0
1,2012,0.126,2.53,0.06,0.3,2.38,-1.83,71.36,0.78,-0.87,21.26,0.18,0.850145,0.34,-0.6,-1.22,-0.32,9.87,1.91,0.42,-1.13,-0.64,-8163640,0,1,0,0,1,0,0,0,0,0.448,1.39,0.06,0.3,0.65,-0.4,165.27,0.49,-0.14,12.63,0.44,1.06007,-0.47,-0.58,0.43,-0.37,9.24,1.58,1.54,-0.21,0.27,-4147324,1,1,0,0.054,0.85,0.06,0.3,0.49,0.32,89.64,0.99,-1.14,1.73,0.14,0.595292,-0.97,0,-3.07,0,8.48,1,2.03,-3.05,-3.07,0,1,1,-0.71875,0.820143885,2.661538462,3.575,-0.230769231,-0.568221698,0.591836735,5.214285714,0.683293745,-0.590909091,-0.198029375,-1.723404255,0.034482759,-3.837209302,-0.135135135,0.068181818,0.208860759,-0.727272727,4.380952381,-3.37037037,0.968411438,0,0
1,2017,0.045,1.17,0.09,0.6,0.08,0.32,14.08,0.46,-0.09,1.75,0.38,1.295984,-2.4,-1.93,-0.17,-0.74,8.82,2.62,11.87,-0.27,-0.07,-9032738,1,1,0,1,0,0,0,0,1,0.004,-0.78,0.09,0.6,0.18,0.01,2.64,0.51,-0.19,-0.12,0.34,1.19159,-0.64,-0.36,-0.34,-0.47,9.15,0.78,5.7,-0.34,-0.44,-2381064,1,1,1,0.073,0.73,0.09,0.6,0.79,0.29,14.08,0.38,-0.05,1.18,0.31,1.061707,-0.05,0.54,-0.13,1.32,9.13,0.41,1.27,-0.14,-0.33,3474287,1,1,10.25,-2.5,-0.555555556,31,-1.460227273,4.333333333,-0.098039216,-0.526315789,-15.58333333,0.117647059,0.087608993,2.75,4.361111111,-0.5,0.574468085,-0.036065574,2.358974359,1.08245614,-0.205882353,-0.840909091,2.793572117,0,0
1,2010,0.034,1.4,0.04,0.21,0.4,-0.8,34.56,0.61,-0.28,9.19,0.64,7.869629,-0.88,-0.55,-0.78,-0.17,10.88,3.32,2.5,-0.12,-0.23,-20242379,1,1,0,0,1,0,1,0,0,0.036,1.66,0.04,0.21,0.47,-0.81,47.84,0.66,-0.36,9.47,0.73,8.969349,-0.69,0.17,-0.85,0.07,11.01,2.55,2.14,-0.46,-0.33,7173200,1,1,0,0.048,1.5,0.04,0.21,0.71,-1.1,43.5,0.59,-0.25,17.3,0.81,9.409693,-0.25,-0.7,-0.59,-0.29,11.19,2.43,1.42,-0.18,-0.24,-35337126,1,1,-0.055555556,-0.156626506,-0.14893617,-0.012345679,-0.133333333,-0.277591973,-0.075757576,-0.222222222,-0.029567054,-0.123287671,-0.122608675,0.275362319,-4.235294118,-0.082352941,-3.428571429,-0.011807448,0.301960784,0.168224299,-0.739130435,-0.303030303,-3.821945436,0,0
1,2018,3.884,1.84,0.44,0.15,0.89,-2.46,235.65,0.53,-0.22,35.71,0.33,2.299245,-0.07,-0.22,-0.1,-0.17,10.32,1.25,1.12,-0.15,-0.08,-4603421,1,1,0,0,0,0,0,0,0,1.51,4.32,0.44,0.15,0.21,0.32,40.46,0.49,-0.11,0.06,0.19,1.06761,-0.82,-0.08,-0.04,-0.07,10.06,1.04,4.85,-0.08,-0.04,-1222113,1,1,0,0.58,0.25,0.44,0.15,0.22,0.03,45.44,0.45,-0.02,-5.72,0.24,1.120836,-0.75,0.05,0.03,0.05,10.14,0.97,4.51,0.05,0.04,833047,1,0,1.57218543,-0.574074074,3.238095238,-8.6875,-0.813239645,4.824270885,0.081632653,1,594.1666667,0.736842105,1.153637564,-0.914634146,1.75,1.5,1.428571429,0.02584493,0.201923077,-0.769072165,0.875,1,2.766771976,0,0
1,2017,0.183,-0.45,0.45,0.19,2.25,4.3,61.98,0.62,-0.22,21.08,0.04,0.093971,0.2,-0.12,-0.11,-0.15,10.18,0.84,0.44,-0.13,-0.13,-2283452,0,1,1,0,0,0,0,0,0,2.836,0.69,0.45,0.19,3.21,2.5,50.74,0.59,-0.08,46.4,0.07,0.138543,0.25,0.03,0.03,0.03,10.29,0.75,0.31,0.01,0.04,518106,0,0,0,0.173,0.29,0.45,0.19,2.99,2.85,39.01,0.61,-0.18,56.96,0.07,0.134447,0.19,0,-0.06,0.01,10.26,0.76,0.33,-0.01,-0.08,83711,0,1,-0.935472496,-1.652173913,-0.299065421,0.72,0.806779661,0.221521482,0.050847458,1.75,-0.545689655,-0.428571429,-0.321719611,-0.2,-5,-4.666666667,-6,-0.01068999,0.12,0.419354839,-14,-4.25,-5.407306613,0,0
1,2015,8.402,1,0.03,0.48,-0.22,0.13,50.35,0.59,0,2.72,0.22,1.503267,2.14,0.4,0.06,267067400,9.18,-1.43,-4.59,0.4,42233700,2670674,0,0,0,0,1,0,1,0,0,2.277,0.62,0.03,0.48,-0.51,0.02,74.17,0.9,-0.6,0.38,0.24,1.425343,1.3,0.36,-0.63,271742300,9.28,-0.83,-1.94,0.36,-474831300,2717423,0,0,0,2.866,0.76,0.03,0.48,-0.66,0.32,52.76,0.71,-0.22,1.68,0.28,1.471132,1.03,2.99,-0.33,2030346200,9.18,-0.62,-1.52,0.24,-220620700,20303462,0,0,2.689942907,0.612903226,-0.568627451,5.5,0.311111111,-0.321154105,-0.344444444,-1,6.157894737,-0.083333333,0.05467035,0.646153846,0.111111111,-1.095238095,-0.017203431,-0.010775862,0.722891566,1.365979381,0.111111111,-1.088944642,-0.017203431,1,1
1,2018,6.652,1.17,0.03,0.4,-2.38,0.09,84.31,0.31,0.1,-2.6,0.28,2.21572,0.67,0.2,0.26,404063900,10.29,-0.1,-0.42,0.2,522228300,4040639,0,0,0,0,1,0,1,0,0,7.544,1.14,0.03,0.4,-131.68,0.11,74.98,0.32,0.08,-1.85,0.25,2.009967,0.43,0.1,0.2,1.08,10.28,0.09,-0.01,0.14,2.14,2024143,0,0,0,7.567,1.14,0.03,0.4,4.65,0.12,64.23,0.31,0.07,-3.98,0.25,2.003173,0.29,0.16,0.2,0.89,10.26,0.17,0.22,0.13,1.13,3110458,0,0,-0.118239661,0.026315789,-0.981925881,-0.181818182,-1.9,0.124433182,-0.03125,0.25,0.405405405,0.12,0.102366357,0.558139535,1,0.3,374133239.7,0.000972763,-2.111111111,41,0.428571429,244031914.9,0.996222105,0,0
1,2009,3.259,4.74,0.03,0.26,0.79,-11.14,42.73,0.49,-0.16,12.65,0.74,4.99896,-0.08,-0.14,-0.15,-0.13,11.44,1.06,1.27,-0.12,-0.14,-8826224,1,1,0,0,1,0,1,0,0,0.171,-2.09,0.03,0.26,1.06,9.37,43.34,0.5,-0.16,14.71,0.74,5.335328,0.02,-0.11,-0.15,-0.12,11.51,0.93,0.94,-0.06,-0.16,-7885672,0,1,0,0.195,0.11,0.03,0.26,0.96,3.43,41.27,0.48,-0.12,17.12,0.72,5.280567,-0.01,0,-0.09,0,11.61,0.83,1.04,-0.03,-0.1,0,1,1,18.05847953,-3.267942584,-0.254716981,-2.188900747,-2.340441736,-0.014074758,-0.02,0,-0.140040789,0,-0.063045421,-5,0.272727273,0,0.083333333,-0.006081668,0.139784946,0.35106383,1,-0.125,0.119273538,0,0
1,2018,4.555,1.18,0.02,0.42,-0.81,0,69,0.33,0.14,-4.19,0.23,1.687893,0.93,0.27,0.36,572458200,10.32,-0.51,-1.24,0.27,753332300,5724582,0,0,0,1,1,0,0,0,0,4.566,1.19,0.02,0.42,-2.56,0,69.91,0.33,0.13,-5.11,0.22,1.641033,0.53,2.43,0.31,5545628400,10.4,-0.15,-0.39,0.24,706332500,55456284,0,0,0,5.182,0.98,0.02,0.42,0.16,0,63.38,0.33,0.01,-0.33,0.23,1.659125,-1.93,0.06,0.12,0.02,10.38,2.3,6.27,0.06,0.05,1279100,1,0,-0.002409111,-0.008403361,-0.68359375,0,1.615384615,-0.013016736,0,0.076923077,-0.180039139,0.045454545,0.028555184,0.754716981,-0.888888889,0.161290323,-0.896773069,-0.007692308,2.4,2.179487179,0.125,0.066540616,-0.896773069,1,0
